from,tokenid,amount
0xe0dDa4f11dA57F5b01D360072Ca1627Ea5bf93df,397,111.0
0xAFb4BCE970b77222a74D240294Bd67216114b8eB,398,110.0
0x4c2b823Fc03f874666901B6Bc9ABb6485b622094,399,110.0
0xC8e66291fC15B6392d56ac2EF3dB3Ce4fd8c070A,401,168.0
0x8915da99B69e84DE6C97928d378D9887482C671c,402,230.0
0x465E54669973c73bF36cF44DA42A5EA98618f2CA,403,120.0
0xC8e66291fC15B6392d56ac2EF3dB3Ce4fd8c070A,404,149.0
0x47050023AA42bdF4F75120594fa4bC0933191469,405,119.0
0x347A1B1eF81aCD74740F6e073577347a8d5Ff107,406,180.0
0xbbB9Cc1d7353c685314fdEB825bA3bF36Ad60A32,407,180.0
0x47050023AA42bdF4F75120594fa4bC0933191469,408,130.0
0xbbB9Cc1d7353c685314fdEB825bA3bF36Ad60A32,409,190.0
0x5FfE390CA15F7946290DAce0b329b6369a1f5002,411,107.0
0x47050023AA42bdF4F75120594fa4bC0933191469,412,111.0
0xB3dDC2A5B4EbDb7640191906Bd4195E23e17142c,413,150.0
0x1b35fcb58F5E1e2a42fF8E66ddf5646966aBf08C,414,166.0
0x5B4d53a95388fD8ae824e8B141446c7E013c9b02,415,120.0
0x5B4d53a95388fD8ae824e8B141446c7E013c9b02,416,125.0
0xB3dDC2A5B4EbDb7640191906Bd4195E23e17142c,418,135.0
